2101160900044,101103 แชลงปากเล็กหกเหลี่ยม 1*1.20 เมตร/SPOA,ตัว,
2101160900051,101141 แชลงปากเล็กหกเหลี่ยม 3/4*1 เมตร/SPOA,ตัว,
2101160900068,101146 แชลงปากใหญ่หกเหลี่ยม 1*1 เมตร/SPOA,ตัว,
2101161000019,แหวนข้างปากตายข้าง8มม./MATSUMOTO,ตัว,
2101161000026,แหวนข้างปากตายข้าง9มม./MATSUMOTO,ตัว,
2101169990015,ประแจดัดเหล็ก6-9มม.(หกเหลี่ยม),ตัว,
2101169990022,ประแจดัดเหล็ก9-12มม.(หกเหลี่ยม),ตัว,
2101169990046,ประแจล็อกแป๊ป CRV (ขนาด 2") /solex,ตัว,
2101170100045,กรรไกรตัดเหล็กเส้น(ขนาด36")/DACHA,ด้าม,
2101170100052,กรรไกรตัดเหล็กเส้น(ขนาด42")/DACHA,ด้าม,
2101170100069,กรรไกรตัดเหล็กเส้น(ขนาด24")/DACHA,ด้าม,
2101170100076,กรรไกรตัดเหล็กเส้น(ขนาด30")/DACHA,ด้าม,
2101170100090,กรรไกรตัดเหล็ก (ขนาด24")/solex,ด้าม,
2101170100120,กรรไกร 12อย่าง เอนกประสงค์ /solex,ด้าม,
2101170100137,101264 กุญแจตัดเหล็กหกเหลี่ยมประกัดสีแดง 2*3 หุน/SPOA,ด้าม,
2101170100144,101288 กุญแจตัดเหล็กหกเหลี่ยมประกัดสีแดง 3*4 หุน/SPOA,ด้าม,
2101170100151,101295 กุญแจตัดเหล็กหกเหลี่ยมประกัดสีแดง 4*5 หุน/SPOA,ด้าม,
2101179990012,GDM12-34เครื่องตัดหินอ่อน/BOSCH,ตัว,
2101190200015,ลูกรีเวท4-6(100ตัว/ถุง)/โฮมเมด,ถุง,
2101200800037,เลื่อย #210 (ขนาด22") /solex,ตัว,
2101200800044,9310321 เลื่อยลันดา ขนาด 24 นิ้ว/SPOA,อัน,
2101200900027,9123396 โครงเลื่อยคันธนู Eaqie one ขนาด 24 นิ้ว/SPOA,ตัว,
